Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU43,OUT019,-872.94104
FDE24,OUT019,74.7584
FDK50,OUT049,2701.7102
FDG31,OUT045,1013.98267
FDC60,OUT045,1636.0544
FDL36,OUT013,1435.8162
FDP21,OUT013,3110.0415
FDW16,OUT045,1365.8776
FDX02,OUT017,4589.302
FDQ58,OUT027,4226.4136
FDT51,OUT046,1764.1221
FDD59,OUT049,1322.7533
NCM42,OUT018,1471.4656
FDA57,OUT018,614.75867
FDZ48,OUT035,1786.3228
FDE46,OUT045,2179.6685
NCZ30,OUT019,197.78134
FDB56,OUT017,3147.8992
FDA25,OUT027,2541.3337
FDD20,OUT013,2164.4763
FDL25,OUT013,1482.3413
NCO18,OUT049,2951.5923
FDJ45,OUT017,649.91266
FDR12,OUT035,3095.0288
NCF19,OUT010,116.95921
FDK25,OUT046,3263.7854
NCR17,OUT046,1899.4233
FDC52,OUT046,2477.548
NCA54,OUT017,2937.9844
FDR45,OUT010,1089.1278
NCM19,OUT049,1916.8704
FDF39,OUT027,8772.407
FDX23,OUT049,1572.065
FDD58,OUT027,2541.3337
FDX28,OUT013,1717.8853
NCD31,OUT013,2641.9521
FDU57,OUT018,2208.7441
FDI27,OUT046,749.7653
NCM42,OUT046,1700.4382
FDD32,OUT027,2152.7395
FDI34,OUT013,3815.894
NCM29,OUT049,2164.4763
FDG46,OUT018,2123.7412
DRC01,OUT010,103.27282
FDB15,OUT027,4745.782
NCA17,OUT027,4037.2012
FDF10,OUT046,2474.982
FDR26,OUT027,5136.2603
FDI02,OUT049,1781.5691
NCM54,OUT010,332.749
FDF14,OUT013,2521.083
FDJ33,OUT010,285.2978
FDM20,OUT035,4658.0845
FDC03,OUT027,5677.376
NCX05,OUT046,1899.4233
NCM41,OUT027,2507.514
NCU29,OUT010,375.44702
FDQ59,OUT017,1357.8798
FDH46,OUT010,242.32521
FDH09,OUT013,776.4596
NCD06,OUT045,759.4073
FDC15,OUT035,2471.0942
DRD37,OUT027,1208.0339
FDT28,OUT027,3911.4712
FDR28,OUT027,4467.0605
FDT38,OUT017,1322.5333
FDV34,OUT027,2027.2178
FDY52,OUT035,1052.6292
FDB34,OUT013,1351.1259
DRL23,OUT018,1542.407
DRB24,OUT046,2503.6362
FDJ50,OUT046,916.9967
FDQ49,OUT035,2317.0137
FDP20,OUT035,1988.1859
FDV19,OUT027,4920.3687
NCR54,OUT045,2847.5388
FDO09,OUT010,679.52356
FDS57,OUT018,1888.3644
FDN10,OUT049,1702.8636
FDV23,OUT049,2135.822
FDY28,OUT049,3519.5608
DRG51,OUT013,2615.864
FDD45,OUT019,158.54129
NCL18,OUT027,6093.898
NCM29,OUT013,2164.4763
FDF17,OUT027,5703.464
FDE22,OUT017,2708.464
FDQ22,OUT017,649.91266
FDS01,OUT013,3012.7502
FDW35,OUT027,976.91327
FDJ33,OUT046,2118.3752
NCF54,OUT035,2854.3552
FDE09,OUT013,1772.4629
NCE06,OUT045,2206.2256
DRH49,OUT049,1259.5411
FDY43,OUT045,2515.6628
NCT05,OUT017,4221.267
FDZ34,OUT045,4827.883
FDL38,OUT017,1368.5955
FDZ31,OUT017,3147.8992
FDR14,OUT035,913.10913
NCN54,OUT049,1259.5411
NCC42,OUT027,3280.8767
FDK08,OUT017,1436.6971
FDP59,OUT013,1496.6497
FDV22,OUT035,2774.4053
FDD33,OUT035,3536.0012
DRE60,OUT027,6664.345
FDK52,OUT046,3632.1467
FDA02,OUT017,1916.4391
FDM56,OUT049,1473.0717
FDE57,OUT035,2372.0574
FDM32,OUT045,1224.4121
NCQ30,OUT027,3442.4858
FDQ27,OUT027,2541.3337
FDT60,OUT027,3085.5723
FDU43,OUT049,3730.5437
NCO55,OUT035,1722.6389
FDG02,OUT045,2179.4421
FDJ28,OUT013,3110.0415
FDP40,OUT045,1631.5529
FDJ38,OUT045,3031.7603
NCC54,OUT017,3742.3457
NCZ41,OUT046,2091.2083
FDK38,OUT019,112.843605
FDU52,OUT013,2492.4287
FDC40,OUT046,1170.5891
NCR30,OUT017,1247.6653
NCN18,OUT017,1648.9423
FDB50,OUT035,1327.507
FDG04,OUT013,3110.0415
FDR26,OUT035,2769.3926
NCT17,OUT018,2975.7573
FDX35,OUT027,5703.464
FDS12,OUT046,2118.3752
NCZ29,OUT027,3280.8767
FDB38,OUT010,388.60385
FDP12,OUT013,626.3179
FDP22,OUT046,775.8535
FDS26,OUT018,5010.022
FDR52,OUT046,3123.6985
DRJ13,OUT046,2582.2744
FDU48,OUT027,3274.5151
FDE29,OUT035,979.5303
NCT29,OUT049,2135.822
DRK37,OUT018,4365.1226
FDK55,OUT046,1270.4667
FDR07,OUT046,1479.7445
FDO21,OUT027,5047.52
FDK46,OUT049,4000.5552
FDB12,OUT045,1627.9501
FDT31,OUT027,5612.5796
FDJ33,OUT045,1945.3335
FDC26,OUT027,2704.4858
NCQ02,OUT045,2944.1365
FDP08,OUT010,520.5417
FDB11,OUT027,5622.6357
FDV55,OUT013,2492.4287
FDW20,OUT049,2009.9904
NCJ18,OUT019,137.5289
FDC41,OUT018,997.95154
FDE14,OUT027,2745.4082
FDG35,OUT013,2682.408
FDF45,OUT035,1144.7972
FDS19,OUT027,2152.7395
FDS58,OUT019,430.82196
FDA26,OUT017,3500.2266
FDM32,OUT049,1287.9137
FDL45,OUT046,2147.0295
FDZ55,OUT049,2788.9648
FDY37,OUT049,2299.3623
FDO46,OUT046,3152.3528
FDQ60,OUT046,2081.6218
FDA19,OUT018,1802.3207
FDL15,OUT046,2474.982
FDM10,OUT018,2845.6687
NCL05,OUT017,721.50354
DRK49,OUT010,81.23437
NCE18,OUT027,5838.3774
FDG40,OUT049,643.1588
DRI59,OUT045,3573.541
FDK28,OUT035,5450.2207
NCD06,OUT019,66.5433
FDO11,OUT019,-167.8967
FDK27,OUT046,2081.6218
FDT43,OUT027,1355.8124
FDD38,OUT018,1515.6199
FDA16,OUT049,3548.215
FDL14,OUT027,4226.4136
NCM17,OUT049,687.96265
FDD20,OUT045,1973.9878
FDA40,OUT045,1342.257
FDL43,OUT045,1288.8601
FDV15,OUT045,1689.0198
FDE52,OUT046,1392.281
NCL17,OUT010,306.62506
NCJ31,OUT045,3735.601
FDR60,OUT045,897.4854
NCA18,OUT035,1989.5653
FDS21,OUT027,1994.9519
FDW09,OUT035,1395.4482
FDL26,OUT035,2525.8367
FDS47,OUT018,1192.2528
FDC39,OUT046,3476.026
FDT51,OUT035,1854.264
FDK40,OUT035,4771.124
NCG19,OUT045,3255.283
FDZ07,OUT046,957.32965
FDF08,OUT027,2396.337
FDO04,OUT013,839.5174
FDK41,OUT018,1193.8336
FDP15,OUT049,4221.966
NCD43,OUT018,1515.6199
NCP18,OUT013,2521.083
FDZ51,OUT046,1464.8943
DRH13,OUT035,1845.1578
FDF38,OUT045,654.0694
NCI43,OUT045,732.2405
FDM38,OUT027,1795.1719
FDS03,OUT013,952.94965
DRJ47,OUT017,2815.2012
FDT50,OUT010,169.07811
FDV02,OUT046,2738.1252
NCG18,OUT017,1724.6392
FDW52,OUT046,2831.1963
FDS40,OUT035,715.85376
FDN31,OUT017,3147.8992
FDA37,OUT045,1945.3335
FDA15,OUT046,5396.544
FDL39,OUT046,2352.9414
FDJ53,OUT045,1708.989
FDX22,OUT013,3370.3518
NCZ42,OUT045,4034.8835
FDD56,OUT027,4581.747
FDD40,OUT017,3306.4028
FDS50,OUT013,3558.4458
NCN14,OUT013,3014.9312
FDT15,OUT013,3081.3872
NCS18,OUT027,2541.3337
NCO26,OUT010,295.92926
FDF58,OUT018,744.41016
NCB19,OUT013,1351.1259
FDH26,OUT017,2255.1086
DRB24,OUT027,4226.4136
FDA49,OUT018,1220.6207
FDB32,OUT045,1360.6609
FDI36,OUT017,3373.6472
NCA17,OUT010,357.44687
FDH22,OUT013,2080.0308
NCM26,OUT018,2264.1855
FDT15,OUT027,5716.7144
FDB16,OUT018,1167.7455
NCP54,OUT027,3280.8767
FDJ36,OUT013,1717.8853
FDO28,OUT045,1870.1329
FDU09,OUT013,1000.551
FDF29,OUT017,2181.9458
FDY08,OUT013,2192.9133
DRJ59,OUT018,404.83224
FDT23,OUT027,2214.3518
FDU15,OUT018,404.83224
FDT47,OUT013,1822.8046
FDI53,OUT019,-128.82022
FDR59,OUT018,3732.1948
FDD53,OUT035,760.6576
FDY51,OUT017,3526.3147
FDT04,OUT049,687.96265
FDU51,OUT049,3998.3516
FDG14,OUT035,3069.6565
NCU06,OUT045,4113.39
DRG25,OUT046,3725.4556
DRH49,OUT035,1414.5625
FDN15,OUT035,2237.1714
FDL43,OUT018,997.95154
NCT18,OUT049,3286.7349
NCB31,OUT013,3613.968
FDK57,OUT035,2025.748
FDY04,OUT019,100.78452
NCP54,OUT046,2147.0295
FDF41,OUT013,2744.5017
FDM01,OUT045,1689.0198
FDW03,OUT045,1752.0768
FDF28,OUT045,1973.9878
FDY37,OUT017,2306.1162
FDQ03,OUT017,3558.0564
FDP51,OUT027,2964.0298
FDJ40,OUT017,1788.323
FDC32,OUT049,1419.1292
DRI49,OUT027,2297.396
NCW54,OUT017,941.1976
FDF09,OUT017,660.6283
FDP45,OUT018,3213.3896
DRJ23,OUT018,2934.601
FDS59,OUT017,1788.323
FDY08,OUT046,2118.3752
FDX16,OUT049,2492.4287
FDY16,OUT018,2905.9468
FDK32,OUT035,2525.8367
FDQ22,OUT013,671.1217
NCC31,OUT018,2126.8115
FDG58,OUT049,2492.4287
DRF48,OUT013,2987.149
DRH36,OUT049,1214.1243
NCR30,OUT035,1313.6063
FDB03,OUT019,-187.41982
FDZ28,OUT027,3280.8767
FDR35,OUT017,3070.8447
DRD15,OUT027,5649.9854
FDJ33,OUT019,120.96543
FDA56,OUT010,262.84088
FDP56,OUT046,775.8535
NCT30,OUT046,775.8535
FDK15,OUT017,1724.6392
FDH44,OUT018,2264.1855
FDV01,OUT013,2399.9858
DRG03,OUT017,2473.0945
FDG50,OUT027,2662.0237
FDR16,OUT010,1914.7422
FDZ60,OUT046,1268.5632
DRG03,OUT045,2432.4473
FDS56,OUT018,3489.1487
FDU33,OUT045,820.477
DRD27,OUT035,1710.2426
FDW22,OUT046,3446.0742
DRA24,OUT045,2567.3152
FDF38,OUT049,687.96265
FDX48,OUT013,2521.083
FDS58,OUT018,2560.432
FDC32,OUT046,1401.6821
NCQ29,OUT045,3219.6294
DRK39,OUT018,1167.7455
NCS38,OUT017,1923.6243
DRO47,OUT013,1781.5691
DRG27,OUT027,914.9038
FDC57,OUT027,5703.464
FDS55,OUT046,2474.982
NCJ06,OUT018,1765.9478
FDO01,OUT019,120.96543
NCM55,OUT045,2915.4822
FDC52,OUT049,2494.9949
FDQ15,OUT045,1172.419
NCT30,OUT027,1151.7378
NCR42,OUT027,940.992
FDD28,OUT035,939.1973
FDQ34,OUT049,1717.8853
FDZ12,OUT027,3719.3562
DRE13,OUT019,211.87204
NCN07,OUT019,120.96543
FDM28,OUT035,3043.2146
FDI10,OUT017,2856.3574
FDQ25,OUT013,2891.8342
FDA38,OUT010,-201.2937
DRI13,OUT049,3548.215
FDY20,OUT027,2396.337
NCZ53,OUT035,3365.7485
NCM31,OUT013,2436.6375
DRB01,OUT017,2261.8694
DRF37,OUT046,4009.8936
NCF42,OUT049,2821.8843
FDF16,OUT018,2208.7441
FDB41,OUT013,749.2928
FDR34,OUT013,3618.8716
FDR15,OUT018,2237.3984
NCV42,OUT019,271.70724
FDW51,OUT035,3591.777
FDU36,OUT017,1578.8188
FDX60,OUT049,1322.7533
FDY03,OUT035,1989.5653
FDW55,OUT045,3756.161
FDT01,OUT010,642.0974
FDG58,OUT013,2492.4287
FDK21,OUT017,4486.0713
NCS41,OUT019,580.5998
FDS10,OUT045,2991.4185
NCT53,OUT046,2424.5635
FDJ28,OUT018,2865.171
FDX44,OUT045,1317.2327
FDT20,OUT018,511.16647
FDO44,OUT017,1779.2168
NCX17,OUT049,3664.1914
FDY01,OUT017,1923.6243
FDJ12,OUT027,5703.464
DRK35,OUT018,466.36237
FDD47,OUT019,616.66364
NCM53,OUT035,1781.3219
FDO45,OUT013,1351.1259
NCM42,OUT010,328.0379
FDE04,OUT046,2959.9512
NCI30,OUT027,5042.1514
FDZ19,OUT013,2734.0542
FDW57,OUT013,3275.481
FDA25,OUT013,1681.8398
FDT22,OUT046,916.9967
FDP51,OUT013,2020.9944
FDD48,OUT027,3016.495
FDY39,OUT035,3559.6287
FDO48,OUT010,582.3937
FDD23,OUT027,5281.7725
DRN35,OUT027,940.992
FDT01,OUT035,3647.5684
FDC20,OUT010,167.34361
DRJ35,OUT035,1120.5704
FDB32,OUT046,1401.6821
FDL24,OUT046,3147.1184
NCV42,OUT035,1989.5653
FDZ46,OUT046,1755.0159
FDC15,OUT013,2466.3406
FDD08,OUT019,14.623329
FDY50,OUT049,1184.0199
FDD36,OUT013,2020.9944
FDG57,OUT027,1151.7378
FDL21,OUT018,466.617
FDN16,OUT027,2541.3337
FDJ09,OUT027,961.3677
FDS01,OUT010,550.3253
FDV33,OUT017,4139.9507
DRE12,OUT017,2063.2104
FDR07,OUT013,1497.1915
FDP48,OUT010,355.48035
NCB55,OUT035,939.1973
FDQ08,OUT013,879.8504
FDR34,OUT035,4038.1157
FDO33,OUT046,1764.1221
FDP13,OUT045,715.1391
FDX12,OUT049,3764.246
NCT06,OUT049,2666.6487
FDR16,OUT019,2073.3086
FDE36,OUT046,3596.7573
FDZ36,OUT049,3513.543
FDV13,OUT045,1281.1873
NCZ17,OUT035,797.6547
FDU56,OUT045,2847.5388
FDM09,OUT035,2854.3572
FDV02,OUT017,2762.326
FDS34,OUT018,1615.8503
FDA11,OUT049,1572.065
FDP09,OUT017,3463.651
FDB29,OUT027,2827.2844
FDT19,OUT017,3036.5337
DRH15,OUT017,668.6283
FDY38,OUT046,3364.4587
FDF14,OUT027,4226.4136
FDN48,OUT010,266.41772
FDQ12,OUT013,4053.9736
NCJ43,OUT045,2833.2534
FDE17,OUT019,69.627594
FDB05,OUT035,2847.3054
FDH10,OUT045,1726.6586
NCR06,OUT017,705.4321
FDU32,OUT018,1830.975
FDD56,OUT049,2849.6035
FDO36,OUT018,2735.3208
FDH16,OUT010,222.71327
FDX10,OUT018,543.1678
FDZ37,OUT017,1368.5955
FDU31,OUT010,577.7209
DRC49,OUT049,2270.708
FDL15,OUT045,2458.5354
FDN32,OUT019,596.713
DRH59,OUT027,1948.4602
NCU29,OUT049,2521.083
FDR37,OUT019,686.52344
FDS14,OUT018,2379.5908
FDU02,OUT027,5884.388
FDJ08,OUT035,3269.1528
NCZ06,OUT045,3859.4119
FDO31,OUT049,1322.7533
FDH31,OUT018,1416.888
FDS58,OUT017,2871.815
NCA53,OUT027,1187.659
FDF50,OUT046,3221.1946
NCW42,OUT049,3535.7378
NCQ17,OUT045,2760.2417
FDK51,OUT018,4902.9526
NCW41,OUT010,499.47903
NCR29,OUT017,941.1976
FDB08,OUT019,100.78452
FDA40,OUT027,2297.396
FDL14,OUT018,2434.333
FDB47,OUT046,3384.0088
FDO03,OUT035,5330.21
DRK13,OUT019,1074.0879
FDX13,OUT010,569.56195
FDF52,OUT046,3290.9585
FDT11,OUT013,2987.149
FDB08,OUT013,2557.5066
FDQ28,OUT018,2237.3984
FDD29,OUT045,4300.9233
NCQ29,OUT027,5150.049
NCO02,OUT013,952.94965
FDR56,OUT010,606.19684
NCM54,OUT049,2135.822
FDP51,OUT035,1921.624
FDT38,OUT013,1261.8256
FDZ20,OUT018,3710.7354
FDJ53,OUT013,1899.478
FDX13,OUT049,4068.5461
FDP58,OUT035,3529.4631
NCK31,OUT019,69.0086
FDA35,OUT018,1802.3207
FDV37,OUT018,2337.19
NCO07,OUT027,6034.271
FDA20,OUT045,2915.4822
FDZ59,OUT035,3191.4146
NCY17,OUT017,694.7165
FDQ28,OUT035,2565.1238
FDV35,OUT017,2525.9697
FDQ36,OUT013,626.3179
FDD34,OUT018,2397.081
FDK51,OUT045,4141.1284
FDV31,OUT035,2854.3572
FDR04,OUT035,1644.7599
FDR14,OUT049,908.3555
DRC36,OUT010,425.44452
FDE39,OUT019,124.186104
FDP57,OUT049,1681.8398
FDE57,OUT046,2281.9155
NCN18,OUT046,2442.03
NCQ05,OUT018,2126.8115
FDW47,OUT035,2016.3132
FDV46,OUT035,2237.1714
NCP29,OUT045,1315.6887
FDE09,OUT018,1552.4221
NCU06,OUT027,6149.334
FDT19,OUT010,416.5771
DRF15,OUT017,2528.536
DRI51,OUT013,2695.814
NCX54,OUT013,1717.8853
DRE01,OUT013,3735.5918
NCB07,OUT045,2820.3718
FDU50,OUT035,1925.0302
FDG40,OUT035,715.85376
FDW10,OUT018,3422.1616
FDX51,OUT013,3110.0415
NCP17,OUT045,986.81586
FDP21,OUT035,3365.7485
FDL04,OUT045,1564.7379
FDV23,OUT013,2135.822
FDF24,OUT046,1305.3063
FDH56,OUT027,2765.672
FDB51,OUT049,948.6885
FDI58,OUT027,2507.514
FDR20,OUT013,749.2928
FDC51,OUT018,1804.8868
FDB16,OUT027,2271.3079
FDE40,OUT049,948.6885
NCM17,OUT035,760.6576
FDU56,OUT035,3017.7788
FDS32,OUT019,100.12968
FDX02,OUT049,4458.7593
FDT39,OUT027,4226.4136
FDE35,OUT017,941.1976
NCI42,OUT019,187.98654
DRL23,OUT046,1637.2261
FDA10,OUT046,2091.2083
FDA11,OUT013,1572.065
NCM06,OUT046,2474.982
NCT05,OUT035,4410.4624
NCQ02,OUT010,515.6052
NCY06,OUT049,2135.822
FDY56,OUT035,4327.714
FDL02,OUT035,1713.3806
NCI06,OUT035,3089.58
FDQ14,OUT045,2432.4473
FDQ12,OUT017,3803.4888
FDP36,OUT046,775.8535
FDK21,OUT027,5838.3774
FDO40,OUT045,2487.1897
NCK54,OUT019,-22.06512
FDY09,OUT018,2646.9634
NCW30,OUT049,3522.6997
NCC55,OUT027,940.992
FDE58,OUT018,1615.8503
FDR39,OUT013,2986.2769
FDU28,OUT049,2641.0295
FDH08,OUT017,4000.5825
FDG35,OUT045,2593.974
FDG22,OUT049,643.1588
FDC34,OUT035,3140.6472
FDP15,OUT018,3835.4983
FDK34,OUT010,582.38965
FDU45,OUT035,1989.5653
FDQ04,OUT027,940.992
FDX22,OUT018,2818.599
FDB45,OUT017,1557.3574
NCH43,OUT027,4509.771
DRE60,OUT046,4634.6914
FDD17,OUT027,5553.1543
NCM54,OUT017,2142.576
NCH55,OUT013,2164.4763
NCT06,OUT017,2635.1294
FDA48,OUT027,5703.464
FDY58,OUT027,5910.476
FDO25,OUT045,3364.688
FDN50,OUT045,1502.1263
FDH35,OUT035,2699.2034
FDK09,OUT045,3459.25
FDO16,OUT013,1601.8655
FDW11,OUT045,1013.98267
FDU47,OUT027,3280.8767
NCQ42,OUT010,254.04279
FDK55,OUT027,2662.0237
FDN08,OUT049,1916.8704
FDT57,OUT045,3823.871
FDJ12,OUT018,3047.291
DRL59,OUT017,800.0544
NCN53,OUT046,651.4847
FDO51,OUT010,74.70443
FDK56,OUT017,3147.8992
FDY12,OUT035,893.68097
FDU15,OUT035,715.85376
FDQ19,OUT046,4770.7114
DRF15,OUT045,2433.9346
DRE25,OUT019,218.79373
FDK57,OUT018,1779.4583
FDD33,OUT010,639.3201
FDR34,OUT027,6230.0957
FDU04,OUT045,1973.9878
FDE35,OUT019,107.262505
NCD31,OUT035,2774.4053
FDJ56,OUT035,1722.6389
NCU53,OUT046,2552.256
FDD39,OUT035,3689.4216
NCU17,OUT019,206.4277
FDJ20,OUT046,1992.5433
NCW41,OUT018,2397.081
FDL52,OUT035,760.6576
FDS39,OUT035,2372.0574
DRJ47,OUT045,2720.5999
FDP13,OUT010,89.45733
DRK39,OUT010,189.70341
FDF28,OUT010,347.30777
FDB09,OUT045,1727.8046
FDM51,OUT046,1401.7805
DRM49,OUT018,616.50446
DRF23,OUT013,2795.8
DRH01,OUT035,2786.4138
FDH12,OUT027,2704.4858
FDA28,OUT019,120.96543
FDW37,OUT018,1219.0399
FDF02,OUT046,1664.3928
DRL37,OUT046,713.1075
NCF43,OUT046,2253.2612
FDH08,OUT010,496.59253
FDR34,OUT019,1032.9576
NCK19,OUT049,2935.6274
NCD55,OUT018,449.63608
FDT27,OUT049,3552.058
FDQ57,OUT045,2487.1897
FDA47,OUT035,2604.4749
DRG15,OUT027,1890.1062
FDE05,OUT018,2237.3984
FDN46,OUT046,1700.4382
FDX27,OUT027,2481.4258
FDT51,OUT045,1691.6339
FDU33,OUT013,671.1217
FDJ16,OUT027,1795.1719
FDD20,OUT019,120.96543
FDT36,OUT049,643.1588
DRF15,OUT027,4200.325
FDN52,OUT010,176.44014
FDC22,OUT027,5521.0522
FDX15,OUT045,2626.8975
FDT13,OUT013,3110.0415
FDU04,OUT017,2181.9458
FDU31,OUT019,680.83905
FDW59,OUT027,2297.396
NCO29,OUT046,2610.9287
FDL15,OUT035,2565.1238
FDI41,OUT049,2465.2617
FDQ48,OUT049,1672.894
DRI39,OUT013,995.2265
FDI08,OUT013,4068.5461
FDC21,OUT049,1781.5691
FDF58,OUT035,1120.5704
FDS08,OUT010,331.20612
FDE47,OUT045,1973.9878
NCP18,OUT019,69.627594
NCR41,OUT013,1536.0195
FDA27,OUT013,3847.63
FDA43,OUT035,3337.0942
FDA49,OUT045,1254.0205
NCE55,OUT018,2757.5498
DRM49,OUT027,1003.95917
FDF22,OUT027,5703.464
FDQ15,OUT018,993.05664
NCS54,OUT017,3481.3367
NCY05,OUT013,626.3179
FDR45,OUT046,5577.362
FDK57,OUT049,2135.822
FDF41,OUT010,-375.41855
FDV21,OUT046,2147.0295
FDD51,OUT046,749.7653
FDF33,OUT046,1990.2051
FDA38,OUT046,3671.2388
FDR56,OUT045,3482.908
NCN41,OUT017,2142.576
FDC60,OUT027,2297.396
FDB47,OUT045,3175.7925
DRH01,OUT013,2721.902
FDW08,OUT046,1700.4382
FDF38,OUT027,1145.0669
FDY32,OUT017,2606.475
FDG34,OUT049,1772.4629
FDG47,OUT019,121.06263
NCF18,OUT035,3296.529
FDL39,OUT019,-193.8927
NCH55,OUT035,2237.1714
DRJ35,OUT049,974.7767
FDS44,OUT035,4764.728
DRE01,OUT018,3530.8765
FDY39,OUT013,3158.332
FDY32,OUT018,2405.6787
FDR33,OUT027,3016.495
NCP50,OUT049,1286.7079
FDZ47,OUT018,1297.8547
FDU57,OUT049,2492.4287
FDY44,OUT013,3110.0415
DRH59,OUT018,997.95154
FDB03,OUT027,5406.4976
FDY46,OUT045,2820.3718
FDM39,OUT045,2957.218
FDY36,OUT035,1322.8646
NCM55,OUT035,3337.0942
FDJ50,OUT010,153.06435
DRL60,OUT013,2521.083
NCJ54,OUT049,3443.504
FDX59,OUT017,649.91266
FDI07,OUT013,3321.904
DRF51,OUT010,58.47015
FDM14,OUT017,1789.9325
FDP21,OUT045,2944.1365
FDE40,OUT035,1026.541
FDE05,OUT035,2593.778
FDM13,OUT027,2788.389
FDC34,OUT027,4688.292
NCI55,OUT018,1857.7621
NCE43,OUT018,2655.561
FDW58,OUT018,1384.3835
FDG60,OUT045,3586.041
FDV31,OUT017,2856.3574
FDR47,OUT013,3013.4438
FDM60,OUT019,29.376226
NCF06,OUT018,3268.7085
NCN26,OUT027,2827.2844
FDQ59,OUT049,1351.1259
FDF09,OUT046,625.7118
NCS06,OUT017,4593.891
FDT44,OUT046,1899.4233
FDI19,OUT017,3833.6658
FDT22,OUT017,981.5305
NCF54,OUT027,4360.48
DRG25,OUT045,3517.2393
FDB59,OUT017,3103.0955
FDQ37,OUT017,3851.2573
FDP56,OUT035,865.9955
FDW44,OUT035,2950.953
FDJ26,OUT010,-220.16791
FDU43,OUT018,3219.543
FDW33,OUT045,1627.9501
NCX53,OUT027,3754.0059
FDN56,OUT010,378.43915
DRF15,OUT049,2467.828
FDO33,OUT017,1923.6243
FDZ39,OUT010,217.19678
NCJ19,OUT017,967.9846
FDU01,OUT035,3044.566
FDT12,OUT035,3784.4497
NCM18,OUT018,804.23425
FDP19,OUT017,2142.576
NCR42,OUT049,643.1588
FDN10,OUT046,1789.5406
FDG44,OUT017,941.1976
FDQ10,OUT046,2860.811
DRH13,OUT049,1717.8853
FDT52,OUT013,3826.9119
FDM56,OUT045,1428.2881
NCO43,OUT010,303.95728
NCV29,OUT035,2956.346
NCF06,OUT013,3655.1738
FDO50,OUT035,1518.9908
FDT59,OUT013,3989.7437
FDX40,OUT027,940.992
FDE50,OUT017,3332.491
FDX51,OUT017,3176.5535
NCD30,OUT018,1297.8547
FDK15,OUT013,1717.8853
FDL12,OUT045,717.34625
FDK46,OUT017,4074.507
DRH49,OUT010,164.77985
FDQ57,OUT046,2503.6362
FDY59,OUT017,1360.8099
FDO09,OUT018,3883.0088
NCG30,OUT035,2167.3628
FDM09,OUT017,2856.3574
NCN17,OUT027,2541.3337
NCS42,OUT013,1435.8162
FDD02,OUT019,48.749706
FDE34,OUT013,3226.9768
FDU38,OUT045,3390.2488
FDB33,OUT046,2684.2634
NCJ29,OUT017,1357.8798
FDZ27,OUT035,839.9073
FDI40,OUT013,1672.894
FDG22,OUT013,626.3179
FDT51,OUT017,1799.0387
FDF20,OUT018,2975.7573
FDV50,OUT035,2114.4875
FDT02,OUT049,617.0706
DRC49,OUT017,2499.1826
FDF26,OUT049,2492.4287
FDV52,OUT035,1894.5115
FDX59,OUT049,643.1588
FDV25,OUT035,5208.411
FDW23,OUT027,940.992
FDE53,OUT018,1416.888
FDA19,OUT017,2142.576
FDH22,OUT046,2062.584
NCO41,OUT013,1572.065
FDX12,OUT017,3862.32
FDF17,OUT013,3158.332
FDS11,OUT045,3544.8867
FDR51,OUT035,2497.1824
FDT49,OUT010,222.41295
FDC56,OUT013,2135.822
FDR13,OUT027,3016.495
FDQ60,OUT035,2084.7844
FDN38,OUT049,3921.435
NCL29,OUT013,2552.1096
FDO13,OUT027,4152.1196
FDE26,OUT018,2208.7441
FDA31,OUT010,441.55774
FDX14,OUT035,1296.7765
FDA34,OUT045,3220.692
FDF26,OUT013,2492.4287
FDE38,OUT045,2616.2532
DRI11,OUT046,1899.4233
FDQ60,OUT027,2990.4365
FDL21,OUT027,976.91327
DRC12,OUT027,5203.076
FDC47,OUT046,3867.5554
FDE57,OUT045,1973.9878
FDT14,OUT045,1980.3151
NCZ53,OUT046,3152.3528
FDE28,OUT018,3729.2842
FDR19,OUT035,2497.1824
NCF54,OUT019,124.19596
FDZ08,OUT046,1305.3063
NCJ05,OUT018,2235.5312
FDF59,OUT046,2118.3752
NCO05,OUT035,1790.5802
FDW24,OUT018,616.50446
NCX42,OUT018,2418.852
NCA53,OUT035,865.9955
FDI45,OUT019,390.12537
FDG46,OUT046,2434.101
FDM20,OUT010,690.71594
FDW11,OUT010,167.34361
FDX08,OUT035,3145.2034
NCK17,OUT035,760.6576
FDK32,OUT018,2208.7441
NCA42,OUT035,2774.4053
DRI01,OUT035,2950.953
NCL55,OUT049,4005.8806
DRE25,OUT018,1271.0676
FDD14,OUT017,3049.371
FDB10,OUT046,3638.1833
DRN11,OUT035,2497.1824
FDP38,OUT018,616.50446
NCA30,OUT017,3106.743
FDT15,OUT017,3147.8992
NCP55,OUT018,704.07715
FDF12,OUT035,2497.1824
FDM21,OUT018,3590.7627
FDX56,OUT035,3717.7554
FDF10,OUT017,2499.1826
FDT32,OUT045,2820.3718
FDM51,OUT018,1416.888
NCR50,OUT018,2154.8674
FDI19,OUT049,3826.9119
FDX21,OUT017,1724.6392
FDR31,OUT035,2509.3325
FDY02,OUT013,4001.2522
NCA29,OUT045,2978.7686
NCX17,OUT046,3670.3928
FDM12,OUT045,2234.3267
FDI53,OUT027,3921.4355
NCU30,OUT049,2750.0007
FDC56,OUT027,3290.6206
FDK27,OUT018,1830.975
